flag_image,country,currency,code,symbol
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/southkorea.png,Korea (South),Won,KRW,₩
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/kyrgyzstan.png,Kyrgyzstan,Som,KGS,лв
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/laos.png,Laos,Kip,LAK,₭
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/latvia.png,Latvia,Lat,LVL,Ls
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/lebanon.png,Lebanon,Pound,LBP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/liberia.png,Liberia,Dollar,LRD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/lithuania.png,Lithuania,Litas,LTL,Lt
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/macedonia.png,Macedonia,Denar,MKD,ден
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/malaysia.png,Malaysia,Ringgit,MYR,RM
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/mauritius.png,Mauritius,Rupee,MUR,₨
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/mexico.png,Mexico,Peso,MXN,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/mongolia.png,Mongolia,Tughrik,MNT,₮
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/mozambique.png,Mozambique,Metical,MZN,MT
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/namibia.png,Namibia,Dollar,NAD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/nepal.png,Nepal,Rupee,NPR,₨
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/netherlands.png,Netherlands,Antilles Guilder,ANG,ƒ
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/newzealand.png,New Zealand,Dollar,NZD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/nicaragua.png,Nicaragua,Cordoba,NIO,C$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/nigeria.png,Nigeria,Naira,NGN,₦
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/norway.png,Norway,Krone,NOK,kr
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/oman.png,Oman,Rial,OMR,﷼
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/pakistan.png,Pakistan,Rupee,PKR,₨
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/panama.png,Panama,Balboa,PAB,B/.
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/paraguay.png,Paraguay,Guarani,PYG,Gs
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/peru.png,Peru,Nuevo Sol,PEN,S/.
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/philippines.png,Philippines,Peso,PHP,₱
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/poland.png,Poland,Zloty,PLN,zł
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/qatar.png,Qatar,Riyal,QAR,﷼
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/romania.png,Romania,New Leu,RON,lei
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/russia.png,Russia,Ruble,RUB,₽
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/sainthelena.png,Saint Helena,Pound,SHP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/saudiarabia.png,Saudi Arabia,Riyal,SAR,﷼
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/serbia.png,Serbia,Dinar,RSD,Дин.
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/seychelles.png,Seychelles,Rupee,SCR,₨
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/singapore.png,Singapore,Dollar,SGD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/solomonislands.png,Solomon Islands,Dollar,SBD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/somalia.png,Somalia,Shilling,SOS,S
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/southafrica.png,South Africa,Rand,ZAR,R
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/srilanka.png,Sri Lanka,Rupee,LKR,₨
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/sweden.png,Sweden,Krona,SEK,kr
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/switzerland.png,Switzerland,Franc,CHF,CHF
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/suriname.png,Suriname,Dollar,SRD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/syria.png,Syria,Pound,SYP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/taiwan.png,Taiwan,New Dollar,TWD,NT$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/thailand.png,Thailand,Baht,THB,฿
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/trinidadandtobago.png,Trinidad and Tobago,Dollar,TTD,TT$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/turkey.png,Turkey,Lira,TRL,₺
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/tuvalu.png,Tuvalu,Dollar,TVD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/ukraine.png,Ukraine,Hryvna,UAH,₴
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/unitedkingdom.png,United Kingdom,Pound,GBP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/unitedstates.png,United States,Dollar,USD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/uruguay.png,Uruguay,Peso,UYU,$U
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/uzbekistan.png,Uzbekistan,Som,UZS,лв
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/venezuela.png,Venezuela,Bolivar Fuerte,VEF,Bs
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/vietnam.png,Viet Nam,Dong,VND,₫
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/yemen.png,Yemen,Rial,YER,﷼
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/zimbabwe.png,Zimbabwe,Dollar,ZWD,Z$
flag_image,country,currency,code,symbol
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/albania.png,Albania,Lek,ALL,Lek
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/afghanistan.png,Afghanistan,Afghani,AFN,؋
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/argentina.png,Argentina,Peso,ARS,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/aruba.png,Aruba,Guilder,AWG,ƒ
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/australia.png,Australia,Dollar,AUD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/azerbaijan.png,Azerbaijan,Manat,AZN,₼
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/bahamas.png,Bahamas,Dollar,BSD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/barbados.png,Barbados,Dollar,BBD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/belarus.png,Belarus,Ruble,BYR,p.
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/belize.png,Belize,Dollar,BZD,BZ$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/bermuda.png,Bermuda,Dollar,BMD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/bolivia.png,Bolivia,Boliviano,BOB,$b
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/Bosnia_and_Herzegovina.png,Bosnia and Herzegovina,Convertible Marka,BAM,KM
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/botswana.png,Botswana,Pula,BWP,P
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/bulgaria.png,Bulgaria,Lev,BGN,лв
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/brazil.png,Brazil,Real,BRL,R$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/brunei.png,Brunei,Darussalam Dollar,BND,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/cambodia.png,Cambodia,Riel,KHR,៛
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/canada.png,Canada,Dollar,CAD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/Cayman_Islands.png,Cayman,Dollar,KYD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/chile.png,Chile,Peso,CLP,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/china.png,China,Yuan Renminbi,CNY,¥
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/colombia.png,Colombia,Peso,COP,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/costarica.png,Costa Rica,Colon,CRC,₡
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/croatia.png,Croatia,Kuna,HRK,kn
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/cuba.png,Cuba,Peso,CUP,₱
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/czechrepublic.png,Czech Republic,Koruna,CZK,Kč
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/denmark.png,Denmark,Krone,DKK,kr
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/dominicanrepublic.png,Dominican Republic,Peso,DOP,RD$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/egypt.png,Egypt,Pound,EGP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/elsalvador.png,El Salvador,Colon,SVC,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/estonia.png,Estonia,Kroon,EEK,kr
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/euro.png,Euro Member,Euro,EUR,€
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/falklandislands.png,Falkland Islands,Pound,FKP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/fiji.png,Fiji,Dollar,FJD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/georgia.png,Georgia,Lari,GEL,₾
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/ghana.png,Ghana,Cedis,GHC,¢
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/gibraltar.png,Gibraltar,Pound,GIP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/guatemala.png,Guatemala,Quetzal,GTQ,Q
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/guernsey.png,Guernsey,Pound,GGP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/guyana.png,Guyana,Dollar,GYD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/honduras.png,Honduras,Lempira,HNL,L
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/hongkong.png,Hong Kong,Dollar,HKD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/hungary.png,Hungary,Forint,HUF,Ft
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/iceland.png,Iceland,Krona,ISK,kr
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/india.png,India,Rupee,INR,₹
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/indonesia.png,Indonesia,Rupiah,IDR,Rp
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/iran.png,Iran,Rial,IRR,﷼
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/isleofman.png,Isle of Man,Pound,IMP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/israel.png,Israel,Shekel,ILS,₪
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/jamaica.png,Jamaica,Dollar,JMD,J$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/japan.png,Japan,Yen,JPY,¥
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/jersey.png,Jersey,Pound,JEP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/kazakhstan.png,Kazakhstan,Tenge,KZT,лв
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/northkorea.png,Korea (North),Won,KPW,₩
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/southkorea.png,Korea (South),Won,KRW,₩
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/kyrgyzstan.png,Kyrgyzstan,Som,KGS,лв
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/laos.png,Laos,Kip,LAK,₭
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/latvia.png,Latvia,Lat,LVL,Ls
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/lebanon.png,Lebanon,Pound,LBP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/liberia.png,Liberia,Dollar,LRD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/lithuania.png,Lithuania,Litas,LTL,Lt
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/macedonia.png,Macedonia,Denar,MKD,ден
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/malaysia.png,Malaysia,Ringgit,MYR,RM
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/mauritius.png,Mauritius,Rupee,MUR,₨
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/mexico.png,Mexico,Peso,MXN,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/mongolia.png,Mongolia,Tughrik,MNT,₮
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/mozambique.png,Mozambique,Metical,MZN,MT
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/namibia.png,Namibia,Dollar,NAD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/nepal.png,Nepal,Rupee,NPR,₨
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/netherlands.png,Netherlands,Antilles Guilder,ANG,ƒ
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/newzealand.png,New Zealand,Dollar,NZD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/nicaragua.png,Nicaragua,Cordoba,NIO,C$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/nigeria.png,Nigeria,Naira,NGN,₦
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/norway.png,Norway,Krone,NOK,kr
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/oman.png,Oman,Rial,OMR,﷼
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/pakistan.png,Pakistan,Rupee,PKR,₨
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/panama.png,Panama,Balboa,PAB,B/.
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/paraguay.png,Paraguay,Guarani,PYG,Gs
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/peru.png,Peru,Nuevo Sol,PEN,S/.
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/philippines.png,Philippines,Peso,PHP,₱
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/poland.png,Poland,Zloty,PLN,zł
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/qatar.png,Qatar,Riyal,QAR,﷼
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/romania.png,Romania,New Leu,RON,lei
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/russia.png,Russia,Ruble,RUB,₽
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/sainthelena.png,Saint Helena,Pound,SHP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/saudiarabia.png,Saudi Arabia,Riyal,SAR,﷼
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/serbia.png,Serbia,Dinar,RSD,Дин.
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/seychelles.png,Seychelles,Rupee,SCR,₨
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/singapore.png,Singapore,Dollar,SGD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/solomonislands.png,Solomon Islands,Dollar,SBD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/somalia.png,Somalia,Shilling,SOS,S
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/southafrica.png,South Africa,Rand,ZAR,R
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/srilanka.png,Sri Lanka,Rupee,LKR,₨
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/sweden.png,Sweden,Krona,SEK,kr
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/switzerland.png,Switzerland,Franc,CHF,CHF
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/suriname.png,Suriname,Dollar,SRD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/syria.png,Syria,Pound,SYP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/taiwan.png,Taiwan,New Dollar,TWD,NT$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/thailand.png,Thailand,Baht,THB,฿
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/trinidadandtobago.png,Trinidad and Tobago,Dollar,TTD,TT$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/turkey.png,Turkey,Lira,TRL,₺
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/tuvalu.png,Tuvalu,Dollar,TVD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/ukraine.png,Ukraine,Hryvna,UAH,₴
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/unitedkingdom.png,United Kingdom,Pound,GBP,£
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/unitedstates.png,United States,Dollar,USD,$
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/uruguay.png,Uruguay,Peso,UYU,$U
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/uzbekistan.png,Uzbekistan,Som,UZS,лв
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/venezuela.png,Venezuela,Bolivar Fuerte,VEF,Bs
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/vietnam.png,Viet Nam,Dong,VND,₫
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/yemen.png,Yemen,Rial,YER,﷼
https://www.currencyremitapp.com/wp-content/themes/currencyremitapp/images/countryimages/zimbabwe.png,Zimbabwe,Dollar,ZWD,Z$
